username;mentions
All4wan;MeyerRon
litux;tomjanmeeus
HertmannJ;CNVOverheid
Reinder2013;hokjesman
wakarimassen;ovcned
conelus;ceeshameete,RenskeLeijten
Yawningdragon79;hokjesman
MarcdeGroot4;fvdemocratie,thierrybaudet,theohiddema,Susan_teunissen,SusanStolze
dsmih;spnijmegen
svendriesen;markrutte,VVD,groenlinks
PaulineDuimel;JamesSmits2
ClaudiaBruggen;rtvoost
JeBozeOom;ovcned
MindBloon_Hax;cdamedemblik,sybrandbuma
zuidhartoptwitt;PieterOmtzigt
Julesvdleeuw;
agilityfanatic;
agilityfanatic;
SPLimburg1;MeyerRon
laptopvrouw;Harry_Dillema
Iweab;SciteCito,AviationWeek
wijhebbenzon;
FffMachiavelli;FritstenHove
gj_visser;TheEconomist,arjenUSA
managementcoach;maxherold,Iederin,Marathonkeje
GiammarioDiB;EuropeElects
demaijr;rikdogger
MoniqueBasdew;
PieterWeijers;SGPnieuws
Nor_vell;telegraaf
JacquesHappe;rikdogger
BartInNijmegen;MeyerRon
lydiavanhaaren;PartijvdDieren
Coffee_Fresh;
karelh;
ceesiootje;PeilingNL
Zaphod_44;mib303,ncilla,pschiffer,AstaMcCarthy
Zaphod_42;mib303,ncilla,pschiffer,AstaMcCarthy
Kleurrijkere;
UDajana;mib303,ncilla,pschiffer,AstaMcCarthy
50PLUSflevo;jury1963,50pluspartij,Wout_Jansen
HH_Rick;mib303,ncilla,pschiffer,AstaMcCarthy
Annegienvdijk;hokjesman
rapsapklamotte;bertmondria
peerke196650;Newshunkie
50PLUSflevo;Wout_Jansen,SGLInfo
haslander;PartijvdDieren
Nokterian;PeterKanne1,IenOResearch
xynyxs;MeyerRon
avurens;KonVisio
mib303;ncilla,pschiffer,AstaMcCarthy
ThirzaMB;Danielle_H_BE
kimketting;
JamesSmits2;
PeterZwart;Terence__Hill
JohnKusters5;MeyerRon
ZeeuwMarcel;Loisenclark
PetersMmh;PartijvdDieren
Karin_de_Vos;Terphuis,RPlasterk
Gaetana_;StemopeenVrouw
JohnKusters5;MeyerRon
DoctorPJR;dwnews
ThvdV68;MeyerRon
HvHooft;MeyerRon
Democratie_2017;MeyerRon
HMarisca;startfoundation
kabubah;korsanparti,Piratenpartij
HMarisca;
KroontjesPen48;gheijkoop
geke_heuker;PartijvdDieren
jfjnl;MeyerRon
2009bess;RuudvdVelden010,PartijvdDieren
Democratie_2017;PartijvdDieren
60_henk;telegraaf
Vegan_Fury;
kabubah;korsanparti,Piratenpartij
LauraPunt;wimjanrenkema
RobdeBrabander;
ThvdV68;MeyerRon
StefanPack;D66DenHaag
M_R_TEMPEL;MeyerRon
ludoriann;
StouweW;agilityfanatic
RenskeLeijten;MeyerRon
PubliekeOmroep;
sanhallers1;HetNJi
Bertine83;NPORadio1,markrutte
MeyerRon;
zuidhartoptwitt;LeoSonneveld,CU_BodeReeuwijk,carladikfaber,christenunie
GeorgeVanbergen;RuiCosta474
dirkvano;MeyerRon
tuxeltje;PartijvdDieren
PetersMmh;RuudvdVelden010,PartijvdDieren
MarikeVanGemert;
PetersMmh;PartijvdDieren
berendsen_irma;PartijvdDieren
_1woord;Leah1969
ReneDamkot;FTM_nl
Marias50;wierdduk
Rdm2k;wierdduk
CNVOverheid;CNVOverheid
Energielabels;DyanaLoehr,RCremers,Energie_U
Inspiratiegroep;HetNJi
SPVenray;MeyerRon
MonitorMonkey1;DutchStone
MonitorMonkey1;hokjesman
MonitorMonkey1;KemalRijken
MonitorMonkey1;Quotenet
MonitorMonkey1;StaboDenHaag
MonitorMonkey1;RASdenhaag
MonitorMonkey1;MeyerRon
MonitorMonkey1;MeyerRon
casperkloos;NOS
ellesmenke;MeyerRon
MeyerRon;
Vredeindewereld;RASdenhaag
Zuid81;fvdemocratie,thierrybaudet
StaboDenHaag;
Bevrijder;Quotenet
KemalRijken;
AriadneUrlus;hokjesman
AntiJihadActie;wierdduk
Irisvellema;DutchStone
Astrid_Ens;rikdogger
SuuSLab;PartijvdDieren
EllyCuijpers;hddruiter
robertcbrand;MeyerRon
AstridKaag;macdocman
EllyCuijpers;PartijvdDieren
Prikkel2016;
biggreenbang;zuidhartoptwitt
SannaMun;D66Zaanstad
riasmallegange;Terphuis,RPlasterk
kwybes;FritstenHove
RenevanderKruk;PartijvdDieren
SPVenlo;MeyerRon
zuidhartoptwitt;
krispijnbeek;jhmommers,PartijvdDieren,groenlinks,christenunie,D66
emmalos;wierdduk
EllyCuijpers;faunabeschermin
CONCIES_ADR;
NikkivdWesten;
EllyCuijpers;PartijvdDieren
rietvandon;wierdduk
St_Dekker;MeyerRon
tuinhaas;MeyerRon
matthijspaul;MMastenbroek,PijnackerNootdp
ScottEgg1999;wierdduk
michael15071997;telegraaf
ZZ_Tilt;wierdduk
linhllndr;macdocman
hilbertmeijer;
gembrummen;
wscherphof;FritstenHove
zuidhartoptwitt;
bartvisscher;telegraaf
DutchStone;
SafilitySocMed;OnlineMarketeer,Radio538
margotvansloten;VogelvrijeHArts
groenesteden;WNLVandaag,LodewijkA,khadijaArib
DBekkenkamp;
Ramon_Cid_;NS_online,D66,groenlinks
Jerress;macdocman
sassenvanelsloo;RuiCosta474
Fietsreiziger;KiesKlimaat,NOS,SlotDebat
OnlineMarketeer;Radio538
erwinwieringa;FTM_nl
PatriesDouma;HetNJi
dansusnec;ovcned,ovcned
agilityfanatic;
dsmih;ovcned
hokjesman;
matthijspaul;PijnackerNootdp
FritstenHove;
MeyerRon;
SeldersKroezen;cdamedemblik,toosenhenk
cdamedemblik;toosenhenk
CaroGoudriaan;ceeshameete,RenskeLeijten
startfoundation;
zacht_groen;PartijvdDieren
agapastoor;Terphuis,volkskrant
Tino2401;macdocman
MariusMaurits;
VogelvrijeHArts;
WNLOpiniemakers;RoosMoggre,LodewijkA
KiesKlimaat;NOS,SlotDebat
DLeeuwaarden;HetNJi
WNLOpZondag;RoosMoggre,LodewijkA
WijNederlandtv1;RoosMoggre,LodewijkA
gemZoetermeer;
Agienipper;
OmroepWNL;RoosMoggre,LodewijkA
agilityfanatic;miesvandoorn
WordtNuLaat;RoosMoggre,LodewijkA
WNLOpZaterdag;RoosMoggre,LodewijkA
managerpubliek;puuhrpolitiek
Gem_Borne;
WNLHaagseLobby;RoosMoggre,LodewijkA
DITPersoneel;
KitaBerdua2;Newshunkie
jasassel;telegraaf
BertHuisjes;RoosMoggre,LodewijkA
celticspike;arnoldkarskens
macdocman;
KarimaSahla;RichardCraanen
Tekstfirma;volkskrant
Hoekiecoaching;Matthijs85
jeugdzorgtweet;HetNJi
riamutter33;PartijvdDieren
puuhrpolitiek;
afweger;arnoldkarskens,PvdA,VVD,groenlinks
RASdenhaag;
FrancoisF24;AndreKrouwel
puuhroverberg;
puuhrmrsbergen;
Terphuis;RPlasterk
KroontjesPen48;gheijkoop
Annissindy;
puuhrmaarn;
puuhrleersum;
jvandenessenbur;puuhroverberg
WOMENInc;
puuhrdriebergen;
eradus2911;VogelvrijeHArts
puuhrdoorn;
eradus2911;ceeshameete,RenskeLeijten
puuhramerongen;
chinaap;varkensinnood
HetNJi;
puuhrheuvelrug;
wennekendonk;
puuhr;
SeldersKroezen;cdamedemblik,sybrandbuma
hvdhoff;PartijvdDieren
ArmandHermans;VVD
False_Song;
Vincenzo1980_;MeyerRon
KroontjesPen48;zuidhartoptwitt,christenunie
NarrendraM;
StanBackus;D66,RensRaemakers,APechtold
AcademicLounge;dwnews
AngeliqueWinder;RuudvdVelden010,PartijvdDieren
Zwijgerspreekt;wierdduk
roxalgeraar;mariannethieme
LustigNelis;noknokitsme
richardzwamborn;PartijvdDieren
pvklinken;
AngeliqueWinder;PartijvdDieren
devis1;VogelvrijeHArts
LoesvOosterhout;PartijvdDieren
dwnews;
hondmet1oog;PartijvdDieren
fatimawillems19;VogelvrijeHArts
cdamedemblik;sybrandbuma
mike092013;wierdduk
communitative;PartijvdDieren
kebosporto;
Terphuis;volkskrant
ravanwinden;D66DenHaag
Mirjam152;wierdduk
DaveKrajenbrink;HenkKrol,BNR,_janpostma_
Angelina120278;PartijvdDieren
Gemeente_Veere;
zuidhartoptwitt;christenunie
ivandeadder;ivandeadder,demorgen,telegraaf
GewoonEllie;PartijvdDieren
PowellPolitics;
AvanSchie1;Tonzon
Wegaandiep;noknokitsme
Hamitkarakus;Platform31
B_Voogt;
alfred_jodokus;ovcned,ovcned
johnnybegood757;ovcned
PurePowerBV;
Advo2;cdamedemblik,AgnesMulderCDA
terredeshommes;
johnnybegood757;ovcned,ovcned
kebosporto;
hondmet1oog;RuudvdVelden010,PartijvdDieren
zuidhartoptwitt;christenunie
diekale1966;telegraaf
RoosMoggre;LodewijkA
hondmet1oog;RuudvdVelden010
mmjvdlinden;gem_Nijmegen
hbroekhuisen;PartijvdDieren
colleke1964;PartijvdDieren
Rochus010;Newshunkie
LeFouPedalant;PartijvdDieren
ekru02;GLOverijssel,JanetDuursma,Cora_Smelik
mirjamhofstee;
P1Verstappen;wierdduk
PartijvdDieren;
peterconijn;NPOpolitiek,nieuwspoort,MinPres
BlueBerryHeaven;
OnnoSure;Piratenpartij
gemeenteoldambt;
FritstenHove;VogelvrijeHArts
PatrickWoudstra;ArnoudSiegers
gheijkoop;
Loisenclark;
bom_just;noknokitsme
claesqnoll;telegraaf
giraj0074;fvdemocratie
MajaMischke;wierdduk
RuiCosta474;
kampioenspinnen;VogelvrijeHArts
NPOpolitiek;nieuwspoort,MinPres
HHaagsman;wierdduk
giraj0074;fvdemocratie
Top20002017;
dfb_limburg;faunabeschermin
PartijvdDieren;RuudvdVelden010,PartijvdDieren
BHoogveld;Newshunkie
HvHooft;MeyerRon
50PLUS_Drenthe;Drenthe50PLUS
MariusMaurits;
KroontjesPen48;nietdomblond,SPnl,markrutte
GuidoMarsille;PiratePartyHI,Piratenpartij,ncilla
riamutter33;knakdeworst
maryfloor;ovcned,ovcned
MariekeKeur;decorrespondent
soux1;arnoldkarskens
FritsCordoba;PVV20P
EDC06;
neeRUTTEnee;VogelvrijeHArts
daphnekann;HetNJi
lustkapper;wierdduk
PcmPaulien;wierdduk
MAPelectronic;MeyerRon
PcmPaulien;devrijepsych,telegraaf
gulsinharman;korsanparti,Piratenpartij,ncilla,Matthijs85
PeterKanne1;tomlouwerse,NPORadio1
dsmih;ovcned,ovcned
ArnoudSiegers;
KroontjesPen48;PetraCVliss,SPnl
VVDVelsen;baskoppes,philadelphiaNL
noknokitsme;
weeverevolve;VogelvrijeHArts
MAPelectronic;ceeshameete,RenskeLeijten
MoniqueBasdew;Giro555
JeroenVerwoort;baskoppes,philadelphiaNL
MAPelectronic;VogelvrijeHArts
DeRealist2016;Newshunkie
Ard1992;RensRaemakers
jolanda63327;wierdduk
jolanda63327;ovcned
MoniqueBasdew;Giro555
gripje;VogelvrijeHArts
VNONCW;
HeinvanDale1;arnoldkarskens
margotvansloten;VogelvrijeHArts
NikkivdWesten;
Newshunkie;
MoniqueBasdew;Giro555
DickTeder;
MoniqueBasdew;Giro555
ronald_brok;ovcned,ovcned
vloten;arnoldkarskens
ronald_brok;arnoldkarskens
fb_provGLD;faunabeschermin
peter681950;arnoldkarskens
KroontjesPen48;PetraCVliss
Backenricker;wierdduk
Luuk_Aalders;Piratenpartij
sonicaloy;faunabeschermin
M_R_TEMPEL;VogelvrijeHArts
eddievaningen;
D66Zaanstad;
ewaldeng;PartijvdDieren
noosevleq;
GLOverijssel;JanetDuursma,Cora_Smelik
YAEtje;Matthijs85
faunabeschermin;
Nafta78;VVD
tt888;NPO1,NPOpolitiek,NederlandKiest,SlotDebat,PubliekeOmroep
VogelvrijeHArts;
RenevanStaveren;telegraaf
mbbcareconsult;jaapdebruijn,MarcChavannes
Wauwelwok;wierdduk
raymondschrik;CuRkerk,gertjansegers
denizyenihayat;korsanparti,Piratenpartij
elvirama;wierdduk
rikdogger;
MoniqueBasdew;Giro555
tilned;wierdduk
Newshunkie;
MonitorMonkey1;jaapdebruijn,MarcChavannes
MonitorMonkey1;MarlynNeeleman,jagstoop,D66,gemeentetilburg
MonitorMonkey1;2eKamertweets
MonitorMonkey1;miesvandoorn
MonitorMonkey1;tt888,NPOpolitiek,nieuwspoort,markrutte
MoniqueBasdew;Giro555
tt888;NPOpolitiek,nieuwspoort,markrutte,PubliekeOmroep
gisellekens;
CGardien;wierdduk
EcoMovehouten;miesvandoorn
Dwalingen;ovcned
PaulWemos;2eKamertweets
MarlynNeeleman;jagstoop,D66,gemeentetilburg
KroontjesPen48;jaapdebruijn
jaapdebruijn;MarcChavannes
Ron31826444;MeyerRon
capellawega;ovcned,ovcned
RozemaHilbrand;EuropeElects
78e16eaad13c43c;telegraaf
joshollegien;Tonzon
KroontjesPen48;PetraCVliss,SPnl,SPnl
IlseVLindenberg;EdwinvMeerkerk
SalonPopulist;wierdduk
CLYTNWLND;OliverSallet
macharoesink;FTM_nl
MKB_info_NL;AmsterdamBaan,TenS_Maassluis
Jemaintiendrai2;wierdduk
IrmaGoossen;devrijepsych,telegraaf
Veen6619;Just_Nancy_s,YouTube
eddoor;Piratenpartij
SPHeezeleende;MeyerRon
60_henk;wierdduk
StefEverts21;D66
huibpanhuyzen;macdocman
CherylKorevaar;TheMrWaldo
KroontjesPen48;KThijsebaard
ivandeadder;demorgen,telegraaf
anjahazekamp;PartijvdDieren
PeterDeVoogt;VVD,PvdA
DeRealist2016;wierdduk
arnoldkarskens;
DeAftakeling;MeyerRon
123marnie;wierdduk
UDajana;fredo_ffm,ncilla,pschiffer,piratpartiet,Piratenpartei
oneworldnl;Lawrence_Cheuk
JackPecozi;wierdduk
az65;PeilingNL
gemZoetermeer;
sypwynia;
edwinijsman;TheMrWaldo
jaapdebruijn;
Dwalingen;wierdduk
PvdDeuropa;PartijvdDieren
MpanzuBamenga;aypnetwork_nl,MpanzuBamenga
STEM50PLUS;Drenthe50PLUS
CoreIce;
WillemJelleBerg;martinschutrups,CNVOverheid
KCsportnl;AntjeDiertens,D66
oosterhoff2;ceeshameete,RenskeLeijten
gerdavandriel1;wierdduk
wimgallee;telegraaf
ceeshameete;
JackPecozi;ovcned,ovcned
HMD8310;Harry_Dillema
tiesvdheide;SGPnieuws
AngeliqueWinder;miesvandoorn
AngeliqueWinder;miesvandoorn
pvbprive;ovcned,ovcned
BenjoHilbrink1;MeyerRon
BenjoHilbrink1;wierdduk
aypnetwork_nl;
dennisklompmkr;patriesweinberg
pvbprive;ovcned
HettyGerringa;knakdeworst
mvamersfoort;WoutervandBerg
CONCIES_ADR;
mees_c;Newshunkie
HarryBosGr;korsanparti,Piratenpartij
netjexxx;kwybes
Just_Nancy_s;YouTube
RietjeK;wierdduk
phes62;PeilingNL
TonvanKesteren1;MeyerRon
nl_0223;wierdduk
_roos_marijn_;telegraaf
rituals4ever;telegraaf
lieropp;
stef_dsw;wierdduk
NEXITIUS;ovcned,ovcned
frenkie4allll;wierdduk
SProosendaal;MeyerRon
APV1970;ovcned,ovcned
ceeshameete;
Harry_Dillema;
KnolR;
MoniqueBasdew;
enroctoob;macdocman
PetraCVliss;SPnl,VlissingenSP
JackPecozi;ovcned
donolthof;RinaBeers
IdaHuijgens;
MurryFlac;
Edvdijk;wierdduk
IreneBuurter;ziklies,ericvanderburg,VVDAmsterdam,VVD,parool
prinsvvd;
die_socke;PiratePartyUK
FloorDrost;Piratenpartij
drAlanRalston;ceeshameete,RenskeLeijten
EricvKaathoven;MeyerRon
MonitorMonkey1;RichardCraanen
MonitorMonkey1;varkensinnood
MonitorMonkey1;Drenthe50PLUS
MonitorMonkey1;PartijvdDieren
MonitorMonkey1;RuudvdVelden010
ORietdijk;telegraaf
schaftendar;wierdduk
___Susanne___;MeyerRon
MyTravelSecret_;RuudvdVelden010
meowwsss;PartijvdDieren
andrevanwanrooy;Drenthe50PLUS
KlapzoenKaboem;varkensinnood
TonvanKesteren1;ovcned,ovcned
RichardCraanen;
Jol_Home;ovcned,ovcned
RoyRistie;SALTOamsterdam,RoyRistie
KatinkaSlump;MeyerRon
emielefdee;maddow,erikmouthaanRTL
mkreuger;ziklies,ericvanderburg,VVDAmsterdam,VVD,parool
meneer;
ceeshameete;RenskeLeijten
chrisinactie;MeyerRon
EricJorem;wierdduk
FemkeMerel;PartijvdDieren
KatSoykan;DenkNL,tunahankuzu,selcukozturknl
meowwsss;7eKamer,PartijvdDieren
FemkeMerel;miesvandoorn
PhantomSkywalk;
PoseidonXxxxX;
Wilders_is_MAVO;
PhantomSkywalk;
PoseidonXxxxX;
Wilders_is_MAVO;
FemkeMerel;PartijvdDieren,DonaldDuckNL
PhantomSkywalk;
PoseidonXxxxX;
Wilders_is_MAVO;
PhantomSkywalk;
PoseidonXxxxX;
Wilders_is_MAVO;
PoseidonXxxxX;
PhantomSkywalk;
Wilders_is_MAVO;
Tweetsbypatje;
Seccie;wierdduk
Nynkedewaard;Iederin
SPVeenendaal;MeyerRon
HazenbroekJo;PeilingNL
FemkeMerel;miesvandoorn
TN_Economie;WybrenvanHaga
wjhoogie;Piratenpartij
okkupant186;PeilingNL
PhantomSkywalk;
PoseidonXxxxX;
Wilders_is_MAVO;
PoseidonXxxxX;
PhantomSkywalk;
Wilders_is_MAVO;
PoseidonXxxxX;
Wilders_is_MAVO;
PhantomSkywalk;
PoseidonXxxxX;
PhantomSkywalk;
Wilders_is_MAVO;
PoseidonXxxxX;
PhantomSkywalk;
Wilders_is_MAVO;
PoseidonXxxxX;
PhantomSkywalk;
Wilders_is_MAVO;
Wilders_is_MAVO;
PoseidonXxxxX;
PhantomSkywalk;
PoseidonXxxxX;
PhantomSkywalk;
Wilders_is_MAVO;
Ekynos;Matthijs85,Piratenpartij
TegenspraakNL;
PaulKater;
hja2011;PeilingNL
hja2011;wierdduk
MengtheCat;ovcned,ovcned
dregzoen;RuudvdVelden010
BasDriesen;wierdduk
Toob_Alers;grafischebeurs
hans16011979;ovcned,ovcned
MonitorMonkey1;ovcned
MonitorMonkey1;AsUitDeRuimte
MonitorMonkey1;EuropeElects
MonitorMonkey1;korsanparti,Piratenpartij
Royzay24;korsanparti,Piratenpartij
beileofkansas;korsanparti,Piratenpartij
_one_eye_king;wierdduk
Veerman_Edward;ovcned,ovcned
UptheCypherPunx;korsanparti,Piratenpartij
MvBelz;EuropeElects
AsUitDeRuimte;
stut2711;ovcned
stut2711;ovcned
stut2711;ovcned,ovcned
RonaBosman;RinaBeers
PPInternational;korsanparti,Piratenpartij
piratenhamburg;korsanparti,Piratenpartij,ncilla
LogLegalShield9;korsanparti,Piratenpartij
PiratePartyHI;korsanparti,Piratenpartij
ardacetin;korsanparti,Piratenpartij
ardacetin;korsanparti,Piratenpartij,ncilla,Matthijs85
ardacetin;korsanparti,Piratenpartij
pirateparty_jp;TheMrWaldo
AsUitDeRuimte;
MonitorMonkey1;wikipoliticsIT,peilingwijzer
MonitorMonkey1;ier_network_com,joncors,WindEnergy24x7,CNBCEnergy
ier_network_com;joncors,WindEnergy24x7,CNBCEnergy
KekNewsNetwork;wikipoliticsIT,peilingwijzer
Shadowfax2u;wierdduk
AsUitDeRuimte;MartijnK0ning
ObservatrixII;wierdduk
treintrien;ovcned
Sjannie75;DitisdeNacht,BasWeegberg,Sjannie75,raymondmens
JKleijne;macdocman
Aadjet;PaprikaNL
Q3Q4event;PaprikaNL
Hortistart_com;PaprikaNL
VanVeldhovenBV;PaprikaNL
PaprikaNL;
SchilderFrits;hollantis
beklene;korsanparti,Piratenpartij
AsUitDeRuimte;
raymondmens;DitisdeNacht,BasWeegberg,Sjannie75,raymondmens
AsUitDeRuimte;
BasWeegberg;DitisdeNacht,BasWeegberg,Sjannie75,raymondmens
RvRavenstijn;hollantis
makeadiffyet;PiratePartyUK
benhoogendam;martinschutrups,CNVOverheid
DitisdeNacht;BasWeegberg,Sjannie75,raymondmens
hollantis;
HvKastel;geertwilderspvv
MonitorMonkey1;VogelvrijeHArts
MonitorMonkey1;macdocman
MonitorMonkey1;PiratePartyHI,Piratenpartij,ncilla
MonitorMonkey1;MeyerRon
iphoneharry;MeyerRon
Ria_Mentink;groenesteden,volgzwijn,groenlinks,VVD,PartijvdDieren
WebsiteStJaN;PeilingNL
higevision;PiratePartyHI,Piratenpartij,ncilla
gradewegs;TheMrWaldo
higevision;PiratePartyUK
EHMinnema;DitisdeNacht
iphoneharry;VogelvrijeHArts
higevision;TheMrWaldo
petervalk1;ovcned
wgvinke71;PeilingNL
PPInternational;TheMrWaldo
jolanda63327;ovcned
jaijairry;Piratenpartij
Sharia4Hollanda;
corel1983;PeilingNL
needacoffeebro;ncilla
jolanda63327;ovcned,ovcned
PPInternational;PiratePartyUK
PPInternational;AdvocaatAlpha,CNN,cnnbrk,Piratenpartij,ncilla,NOS,nrc,ad,telegraaf
PPInternational;partidos_pirata,Piratenpartij
Ria_Mentink;
Dragonfly8996;PeilingNL
AnneDijvie;wierdduk
PPInternational;PiratePartyHI,Piratenpartij,ncilla
PPInternational;fredo_ffm,ncilla,pschiffer,piratpartiet,Piratenpartei
Hagenbeek;
MonitorMonkey1;Ria_Mentink
MonitorMonkey1;ovcned
MonitorMonkey1;OliverSallet
MonitorMonkey1;wierdduk
ptmathura;wierdduk
vpenley;LinkseN8merrie,geertwilderspvv
JacqNL_;ovcned,ovcned
hugovandenberg2;PartijvdDieren,DonaldDuckNL
AdrianaStuijt;OliverSallet
vpenley;ovcned
3d1th5;wierdduk
Ria_Mentink;
___Hypatia___;wierdduk
Sapphire_430;ovcned,ovcned
MartinKoning;Piratenpartij,ncilla
MengtheCat;ovcned,ovcned
iktwitelkedag;Piratenpartij
Ned_ItaVertaler;miesvandoorn
miesvandoorn;
devrijepsych;wierdduk
Ria_Mentink;
inhaarmoerstaal;DrentsMuseum,Royalty,Rozemarijn_eet
kajuitskok;wierdduk
WaerdtC;ovcned
Toekomst4;TjeerdD66
deaudootje;macdocman
KThijsebaard;
PiratePartyHI;fredo_ffm,ncilla,pschiffer,piratpartiet,Piratenpartei
GW15041950;wierdduk
MonitorMonkey1;Sjannie75
MonitorMonkey1;evanoconnell,France24_en
MonitorMonkey1;Aethonaia,VVD,MinPres
MonitorMonkey1;gloning,PulseofEuropeNL
mar10dg;Nordic_Saab95
RealDutchRoots;ovcned,ovcned
witepowerranger;ovcned
wouterdekoning;
RealDutchRoots;ovcned
AstaMcCarthy;Nokterian
gloning;PulseofEuropeNL
Badbirdy76;Matthijs85,rcbregman
Aethonaia;VVD,MinPres
JWGOP;evanoconnell,France24_en
Sjannie75;
KThijsebaard;
VincentAbinet;ncilla
VincentAbinet;korsanparti,Piratenpartij
VincentAbinet;korsanparti,Piratenpartij
VincentAbinet;korsanparti,Piratenpartij,ncilla,Matthijs85
watvindjezelf;wierdduk
jkuipers_;wierdduk
VincentAbinet;korsanparti,Piratenpartij
VincentAbinet;korsanparti,Piratenpartij,ncilla
VincentAbinet;korsanparti,Piratenpartij
46doop;wierdduk
holden1957;KThijsebaard
JohnnOwsley;ovcned,ovcned
WallyvanHall;
JohnGoring;
KThijsebaard;
Dame2010;ovcned,ovcned
ArtikelZeven;wierdduk
m3ch3li3n;macdocman
Blaue_Rose999;GertonPolitiek,telegraaf,geertwilderspvv
harriebaken;macdocman
gjvu;wierdduk
ogssie;wierdduk
gloning;VogelvrijeHArts
TrueStory2Tell;ovcned,Wilders,stem,ovcned
wildopvangNL;volgzwijn
TrueStory2Tell;ovcned,ovcned
TrueStory2Tell;PVVstrijders
moderndanceman;wierdduk
BruceinSeattle;ovcned,ovcned
Caprimar63;PiratePartyHI,Piratenpartij,ncilla
TrueStory2Tell;ovcned,ovcned
DwarsDoorTLeven;wierdduk
jippiejeekip;
JeroenMirck;
stoperfpacht;ziklies,ericvanderburg,VVDAmsterdam,VVD,parool
PibbleGal;ovcned,ovcned
LadyMSunshine;ovcned,ovcned
DiscussBeyond;GertonPolitiek,telegraaf,geertwilderspvv
Catty1316;GertonPolitiek,telegraaf,geertwilderspvv
wikipoliticsIT;peilingwijzer
quall22;wierdduk
RealDutchRoots;ovcned,ovcned
wierdduk;telegraaf
iljaedwards;NPO1
urwie_tweets;
kimputters;Jochemfysio,kimputters,FD_Nieuws
michielveenstra;3FM
NS0phia;openrotterdam,centrum_rdam
JuriCoach;
epkedj;MMissingHolland
BirkeUden;Paul_0110
koendejonge;GemDordrecht
3voor12;3FM
riannedereus;
buttonfreak;
3FM;
JadedeVries87;
besa04de;MVroomans
amlieshout;
berrylussenburg;
NienkeToren;RandstadVandaag
KoningsEric;RSD_WEST
ferranrosa;
scruffy65;
horselenberg;
Rob_Doesje;
Marcbouwman90;
vanderbraak;
GemDordrecht;
Paul_0110;
Stadhouder_NL;
afca1900michel;ovcned
HenkNieuws;
StanSchrijft;
Para_l;PCIMeijer
MVroomans;
MevrouwCJong;
thuijting;NOS
casinojournaal;casinojournaal
OpenbaarDebat;vpro
HermanCamphuis;DokterBertho
MuziKnar;
jcmmeijer;
Teun_vd_Heijden;
ErikVelderman;
berrylussenburg;
JanQuehenberger;
xoxoElmasxoxo;mauricewijnen
JosBudel;Gem_Cranendonck
annemieke1949;slowpokedj
ReginaEmmen;DokterBertho
OpenbaarDebat;RLOppenheimer
YvvforFashion;mauricewijnen
spaceyjules;
toine1980;
VanderLeeHans;djmoskou
NickHoman058;IpsosNL
TOPzangers;gertjansegers
mandyhonline;mauricewijnen
OpenbaarDebat;PCIMeijer
xxesjuhxx;zuid_as
boereninmonster;missbehappy2
mauricewijnen;
Gem_Cranendonck;
Jantinedem;
Melmak_;
Monique_Wolvers;
Edjepeters;
xArantxaa;
SOS_EUROPE_SOS;PCIMeijer
TimOphetBroek;
YoussefZerrouk;
marmoosje;
robtikteroplos;
JohnLemmen;hoekschnieuws
Tovenaarsberg;MVroomans,kimputters
FamWes;SPnl,emileroemer,MarijnissenL,RenskeLeijten
Rzuid70;
KatjaHeurkens;ActiegroepDuits,faznet,DNHK
Rob_Dal;
oscarappeldoorn;IpsosNL
annettebirschel;MVroomans,kimputters
Mwiegerinck;
mediawebnl;
CopyRobin;
Sietj;PCIMeijer
Gurby_Nederland;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
TrudyvanS;RLOppenheimer
charumar;CNNNL_PR,camanpour,D66,APechtold
MGPet;tonbruijnis
Revelsoffice;RLOppenheimer
SaskiaNelissen;
Ameland_Actueel;AmelandGemeente
openrotterdam;
pimjenniskens;
Wunderbar4U;Reneaultgek
Hans_Jansen;PCIMeijer
rckdjng;ronfresen
3FM;
ahtlam;RLOppenheimer
Paul_0110;
CarlaPlagge;AmelandGemeente
Robiinpol;Domien
VerbarendseAM;Woordhumor
hoekschnieuws;
missdigibeet;3FM
JustmeVDKB;Woordhumor
AlbertTahaparij;Beroepencollege
imarjoleine;
RembrandtsRoom;PaulHRem,Westerkerk1
SP026;
robvandegroep;
RSD_WEST;
okebekkie;
ikfietsvooralpe;
imarjoleine;
harmenbakker;
AhmetKaratekiD;BramDiepstraten,RobertWaage1
PiratePartyHI;deejayjaws,ncilla,Piratenpartij
karinstuiveberg;Koos_commentaar
ddeaconblues;PCIMeijer
VeervdG;blijnieuws
Melmak_;
Marlenetje;
ErikTiel;HansBeenakker
Bongo__Fury;jcmmeijer
mauricewaalboer;ChampionsLeague,VeronicaTV,AS_Monaco,ManCity
afca1900michel;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
AvVleuten;
Markit_tweet;slowpokedj
JeroenRB;
WilcoKrieger;
Uwanami_U1;CannaKieswijzer
MevrTje;DnHugo
rosatilman;kleinevis
koenusTweets;evertkwok
BjornHimself;
DirkjeFerdinand;
JeroenRB;
janvandepol;
jokevorstman;Woordhumor
Dagmar1970;HansBeenakker
hsrotterdam;kverberkmoes,hsrotterdam
Claudia_Maat;RLOppenheimer
D66nuvooruit;D66Enschede
mg161179;
